"","id","use","flag","text"
"14448","C1527","Bait Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"14449","C1527","Bait Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"14450","C1527","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue."
"14451","C1527","Bear Hunting by Non-residents (guided), New","No","New operations not permitted."
"14452","C1527","Commercial Fishing, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts."
"14453","C1527","Commercial Fishing, New","Maybe","New operations can be considered, subject to the 'test of compatibility'."
"14454","C1527","Commercial Fur Harvesting, Existing","Yes","Existing use permitted to continue, unless there are significant demonstrated conflicts.  Existing trap cabins can continue."
"14455","C1527","Commercial Fur Harvesting, New","Maybe","New cabins are not permitted.  New operations can be considered, subject to the 'test of compatibility'."
"14456","C1527","Commercial Hydro Development","No","
							 
						"
"14457","C1527","Commercial Power Generation Development","No","
							 
						"
"14458","C1527","Commercial Timber Harvest","No","
							 
						"
"14459","C1527","Commercial Tourism (Services and/or Facilities), Existing","Yes","Existing authorized facilities can continue, unless there are significant demonstrated conflicts."
"14460","C1527","Commercial Tourism (Services and/or Facilities), New","Maybe","New tourism facilities can be considered during the planning for an individual reserve."
"14461","C1527","Energy Transmission and Communications Corridors, Existing","Yes","These facilities should avoid conservation reserve lands wherever possible."
"14462","C1527","Energy Transmission and Communications Corridors, New","Maybe","Utility line crossings may be necessary to maintain essential public services. The number of new crossings will be minimized where possible and they will be managed to reduce their impact on recreational and aesthetic values."
"14463","C1527","Food Harvest (Commercial), Existing","Maybe","
							 
						"
"14464","C1527","Food Harvest (Commercial), New","Maybe","
							 
						"
"14465","C1527","Mineral Exploration and Development","No","
							 
						"
"14466","C1527","Peat Extraction","No","
							 
						"
"14467","C1527","Wild Rice Harvesting, Existing","Yes","
							 
						"
"14468","C1527","Wild Rice Harvesting, New","Maybe","
							 
						"
"14469","C1527","Crown Land Disposition, Commercial or Public Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g., reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Tourism facilities can apply to upgrade tenure from LUP to lease."
"14470","C1527","Crown Land Disposition, Private Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g., reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Existing authorized seasonal recreation camps may be eligible for enhanced tenure, but not purchase of land."
"14471","C1527","Fire Suppression","Yes","Fire suppression policies are similar to adjacent Crown lands, unless alternative fire policies have been developed through a planning process."
"14472","C1527","Fish Habitat Management","Maybe","
							 
						"
"14473","C1527","Fish Stocking, Native Species","Maybe","Conservation Reserves policy indicates that 'featured species management' may be permitted."
"14474","C1527","Insect/disease Suppression","Maybe","Control of native pests is not permitted."
"14475","C1527","Inventory/Monitoring","Yes","
							 
						"
"14476","C1527","Prescribed Burning","Maybe","
							 
						"
"14477","C1527","Private Recreation Camp, Existing","Yes","Existing camps permitted to continue, and may be eligible for enhanced tenure, but not purchase of land."
"14478","C1527","Private Recreation Camp, New","No","
							 
						"
"14479","C1527","Road Development and Maintenance, Existing","Yes","Existing roads can continue to be used.  Continued use will include maintenance and may include future upgrading."
"14480","C1527","Road Development and Maintenance, New","Maybe","New access may be required for mineral exploration and development, and forest management purposes."
"14481","C1527","Vegetation Management","Maybe","Conservation Reserves policy indicates that Featured Species Management and Natural Systems Management may be permitted.  Vegetation management can be considered in a planning process."
"14482","C1527","Wildlife Population Management","Maybe","
							 
						"
"14483","C1527","All Terrain Vehicle Use, Off Trails","No","ATV off trails is not permitted except for direct retrieval of game."
"14484","C1527","All Terrain Vehicle Use, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected."
"14485","C1527","Campgrounds","Maybe","
							 
						"
"14486","C1527","Food Gathering","Yes","
							 
						"
"14487","C1527","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"14488","C1527","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
